,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0111364657,0.0202735013,0.0517824204,0.0590175677,0.0869535164,0.0996148607,0.1328731268,0.1825470077,0.2232973288,0.2378516028,0.2391769328,0.2793525148,0.2870650877,0.2883696872,0.2898205655
1,0.0023022019,0.0200173926,0.0261258229,0.0424734089,0.0561185661,0.0684017562,0.0794473635,0.0845873503,0.0955389427,0.1045698222,0.1127265824,0.1232934084,0.1245086295,0.136149339,0.1452026112
2,0.0037763905,0.0107867233,0.0322698597,0.0480750882,0.0770620715,0.0939854869,0.1228624265,0.1322349059,0.1540179434,0.178475554,0.1862550821,0.1905316834,0.1912794941,0.1965061997,0.2049344784
3,0.0021308308,0.0747855561,0.1018914742,0.1567131267,0.1986560123,0.2379769892,0.3165990701,0.3864505597,0.4024077947,0.414965758,0.418943854,0.4259437276,0.4950843787,0.4974523968,0.6626293167
4,0.0077995741,0.0684899694,0.1560396959,0.1920047895,0.2263726072,0.2883533129,0.3225545572,0.3586272856,0.3922424215,0.4001568614,0.4001568614,0.402287516,0.6523854669,0.6548925443,0.6576658256
5,0.0167828614,0.0251372917,0.0312563918,0.0603663501,0.085992681,0.0999594865,0.1134209149,0.118308911,0.1287808682,0.1367356101,0.1436697257,0.163021389,0.1637778036,0.1723643567,0.1778710367
6,7.68134006301491E-06,0.0049045905,0.0122281686,0.0266818027,0.0443974884,0.0557099847,0.093626237,0.1319293767,0.1330217947,0.1358090241,0.1364864714,0.1400419122,0.1631836825,0.1746724228,0.1778484959
7,0.00003103,0.0010284197,0.0012531914,0.001625356,0.0022946181,0.0041640151,0.0065387123,0.0071913128,0.0081267514,0.0125343786,0.0126686434,0.0128721726,0.0139770172,0.0145830611,0.0155438462
8,0.00003103,0.0010234941,0.0012474134,0.0018817686,0.0025495773,0.0044891238,0.0068966403,0.0075657466,0.0087980429,0.0131546281,0.0132888929,0.0134924221,0.0145925279,0.0151985719,0.016156936
9,7.014750855594E-05,0.011103839,0.0129221313,0.013880369,0.0283355488,0.0298954733,0.051271702,0.0520453896,0.0611417729,0.071124169,0.071784823,0.0726767574,0.0770893305,0.0823973918,0.1010963677
10,0.0037763905,0.0107867233,0.0322698597,0.0480750882,0.0770620715,0.0939854869,0.1228624265,0.1322349059,0.1540179434,0.178475554,0.1862550821,0.1905316834,0.1912794941,0.1965061997,0.2049344784
11,0.0006278314,0.0057738085,0.0164890218,0.0251687894,0.0319879712,0.0352098673,0.0441514886,0.0495691395,0.0551391462,0.0606840475,0.0655368565,0.0715472333,0.0776708817,0.0820242093,0.0856874646
12,0.00003103,0.0008403246,0.0010610408,0.0015302542,0.0021742317,0.0041052217,0.0068875078,0.0088115833,0.0105135318,0.0141192925,0.0142535573,0.0144570865,0.0154230348,0.016020721,0.0169288202
13,0.0030911049,0.0066659272,0.0129474356,0.0200469762,0.0268342835,0.0338718315,0.0416336584,0.0484808345,0.0538411086,0.064081344,0.0731994127,0.079874955,0.0870641335,0.0906088067,0.0985706544
14,8.1299369319443E-05,0.0024546107,0.0043061849,0.0052582604,0.0121960778,0.0144259135,0.0194420047,0.0204003763,0.0249938092,0.030956326,0.0318867307,0.033118845,0.0368012273,0.0478829294,0.0542657814
15,8.1299369319443E-05,0.0024546107,0.0043061849,0.0052582604,0.0121960778,0.0144259135,0.0194420047,0.0204003763,0.0249938092,0.030956326,0.0318867307,0.033118845,0.0368012273,0.0478829294,0.0542657814
16,2.58981539424941E-06,0.004419067,0.0079429742,0.0089165735,0.0118625927,0.0482879352,0.0505800582,0.0506631179,0.0665526886,0.0996169764,0.0996386968,0.0996656338,0.1013088539,0.2257251035,0.2261042747
17,0.006515644,0.01309301,0.0224500103,0.0326753152,0.0557091324,0.0843693374,0.1087320982,0.1186774168,0.1300613475,0.1513921822,0.1579557604,0.1631607527,0.1640085308,0.1679575652,0.1732795989
18,0.0001301982,0.0005674801,0.000629074,0.0148574816,0.0149898973,0.0242048677,0.0286102855,0.0299287478,0.0304831366,0.0307921455,0.0314609936,0.0315197535,0.0883311388,0.0884021663,0.0885533404
19,0.004121923,0.0081719264,0.0137436816,0.0215104789,0.0293022806,0.0476302829,0.0693299093,0.0776121641,0.0834984753,0.0921023791,0.1005778814,0.1065652727,0.1137297395,0.1176931296,0.1250120829
20,0.0105870578,0.0178108351,0.0329196762,0.0438458003,0.0728889336,0.0907232601,0.1140161568,0.1336257175,0.1549306566,0.1897520819,0.1968602366,0.2015574937,0.2023319938,0.2064916693,0.2123842554
21,0.0018651534,0.0048951387,0.0102062106,0.0172059073,0.0243212336,0.0297402682,0.0352283668,0.039717625,0.0440402832,0.0521645141,0.0593320936,0.0648107675,0.0752349774,0.0791297954,0.0907440303
